"Table C-1. Cities -- Area and Population",,,,,,,,,,,,,
,,,,,,,,,,,,,
"[Includes states and 1,265 incorporated places of 25,000 or more population as of ",,,,,,,,,,,,,
"April 1, 2000, in all states except Hawaii, which has no incorporated places recognized ",,,,,,,,,,,,,
"by the U.S. Census Bureau. Two census designated places (CDPs) are also included (Honolulu ",,,,,,,,,,,,,
"CDP in Hawaii and Arlington CDP in Virginia). For more information on these areas, see ",,,,,,,,,,,,,
"Appendix C, Geographic Information]",,,,,,,,,,,,,
,,,,,,,,,,,,,
"FIPS state and place code 1","City","County 2","Land area, 2000        (square miles)",,"Population",,,,,,,,
,,,"Total","Rank 3",2005,,"2000 5","1990 6","Rank",,,"Percent change",
,,,,,"Number","Per square mile 4",,,"2005 7","2000 7","1990 8","2000- 2005","1990- 2000"
"4819624","Deer Park city","Harris",10.4,994,"28,993","2,798.6","28,520","27,393","1,134","1,103","1,000",1.7,4.1
"4819792","Del Rio city","Val Verde",15.4,795,"36,020","2,332.9","33,871","30,988",931,938,889,6.3,9.3
"4819972","Denton city","Denton",61.5,143,"104,153","1,693.8","82,451","66,572",238,320,350,26.3,23.9
"4820092","DeSoto city","Dallas",21.6,598,"44,653","2,069.2","37,647","30,538",755,850,910,18.6,23.3
"4821628","Duncanville city","Dallas",11.3,950,"35,150","3,113.4","36,071","35,024",955,883,771,-2.6,3.0
"4822660","Edinburg city","Hidalgo",37.4,298,"62,735","1,678.8","48,472","36,358",486,638,743,29.4,33.3
"4824000","El Paso city","El Paso",249.1,23,"598,590","2,403.2","563,657","515,632",21,22,22,6.2,9.3
"4824768","Euless city","Tarrant",16.3,764,"51,226","3,148.5","45,976","38,225",651,681,710,11.4,20.3
"4825452","Farmers Branch city","Dallas",12.0,922,"26,487","2,207.3","27,508","24,868","1,220","1,149","1,081",-3.7,10.6
"4826232","Flower Mound town","Dallas, Denton, Tarrant",40.9,261,"63,526","1,554.3","50,696","15,808",479,609,"1,208",25.3,220.7
"4827000","Fort Worth city","Denton, Parker, Tarrant, Wise",292.5,19,"624,067","2,133.3","541,339","448,560",19,28,29,15.3,20.7
"4827648","Friendswood city","Galveston, Harris",21.0,626,"33,094","1,574.4","29,037","22,951","1,005","1,085","1,135",14.0,26.5
"4827684","Frisco city","Collin, Denton",69.9,121,"70,793","1,013.1","33,708","7,026",417,948,"1,229",110.0,379.8
"4828068","Galveston city","Galveston",46.2,215,"57,466","1,245.2","57,247","59,063",562,511,416,0.4,-3.1
"4829000","Garland city","Collin, Dallas, Rockwall",57.1,158,"216,346","3,788.2","215,794","180,886",86,83,93,0.3,19.3
"4829336","Georgetown city","Williamson",22.8,565,"39,015","1,708.9","28,466","16,167",851,"1,105","1,205",37.1,76.1
"4830464","Grand Prairie city","Dallas, Ellis, Tarrant",71.4,119,"144,337","2,021.5","127,166","99,661",157,171,202,13.5,27.6
"4830644","Grapevine city","Dallas, Denton, Tarrant",32.3,373,"47,460","1,470.3","42,059","29,543",707,748,933,12.8,42.4
"4831928","Haltom City city","Tarrant",12.4,906,"39,875","3,218.3","39,018","32,775",832,817,845,2.2,19.0
"4832372","Harlingen city","Cameron",34.1,343,"62,318","1,829.1","57,937","49,980",494,505,523,7.6,15.9
"4835000","Houston city","Fort Bend, Harris, Montgomery",579.4,6,"2,016,582","3,480.3","1,957,018","1,697,154",4,4,4,3.0,15.3
"4835528","Huntsville city","Walker",30.9,394,"36,699","1,187.7","35,115","30,674",912,911,904,4.5,14.5
"4835576","Hurst city","Tarrant",9.9,"1,016","37,967","3,835.1","36,290","33,435",879,874,821,4.6,8.5
"4837000","Irving city","Dallas",67.2,129,"193,649","2,880.4","191,641","155,023",110,101,113,1.0,23.6
"4838632","Keller city","Tarrant",18.4,699,"35,706","1,936.3","27,345","13,673",945,"1,158","1,217",30.6,100.0
"4839148","Killeen city","Bell",35.4,326,"100,233","2,835.4","86,862","64,499",252,292,368,15.4,34.7
"4839352","Kingsville city","Kleberg",13.8,850,"24,740","1,788.9","25,575","25,387","1,259","1,247","1,069",-3.3,0.7
"4840588","Lake Jackson city","Brazoria",19.0,684,"27,386","1,438.3","26,386","22,849","1,184","1,199","1,137",3.8,15.5
"4841212","Lancaster city","Dallas",29.3,421,"32,233","1,100.5","25,894","22,211","1,031","1,230","1,146",24.5,16.6
"4841440","La Porte city","Harris",18.9,689,"33,136","1,749.5","31,880","27,943","1,004",996,982,3.9,14.1
"4841464","Laredo city","Webb",78.5,100,"208,754","2,660.6","177,611","125,787",92,115,147,17.5,41.2
"4841980","League City city","Galveston, Harris",51.2,189,"61,490","1,200.0","45,447","30,167",506,693,918,35.3,50.7
"4842508","Lewisville city","Dallas, Denton",36.8,305,"90,348","2,455.8","77,742","46,242",300,351,567,16.2,68.1
"4843888","Longview city","Gregg, Harrison",54.7,179,"75,609","1,383.3","73,342","70,372",385,375,329,3.1,4.2
"4845000","Lubbock city","Lubbock",114.8,58,"209,737","1,826.8","199,575","187,361",91,89,89,5.1,6.5
"4845072","Lufkin city","Angelina",26.7,473,"33,522","1,255.5","32,904","30,486",990,966,913,1.9,7.9
"4845384","McAllen city","Hidalgo",46.0,217,"123,622","2,689.2","106,451","86,157",190,219,249,16.1,23.6
"4845744","McKinney city","Collin",58.0,155,"96,581","1,664.3","54,403","21,683",269,554,"1,153",77.5,150.9
"4846452","Mansfield city","Ellis, Johnson, Tarrant",36.5,307,"37,976","1,041.0","28,031","15,435",877,"1,120","1,209",35.5,81.6
"4847892","Mesquite city","Dallas, Kaufman",43.4,238,"129,902","2,991.8","124,533","101,621",180,175,196,4.3,22.5
"4848072","Midland city","Martin, Midland",66.6,130,"99,227","1,489.7","95,238","89,392",258,254,233,4.2,6.5
"4848768","Mission city","Hidalgo",24.1,530,"60,146","2,492.6","45,480","31,100",522,691,886,32.2,46.2
"4848804","Missouri City city","Fort Bend, Harris",29.7,416,"69,941","2,354.9","52,903","36,265",427,576,746,32.2,45.9
"4850256","Nacogdoches city","Nacogdoches",25.2,507,"30,806","1,221.0","30,009","31,206","1,077","1,055",883,2.7,-3.8
"4850820","New Braunfels city","Comal, Guadalupe",29.3,422,"47,168","1,612.6","38,217","28,093",718,834,977,23.4,36.0
"4852356","North Richland Hills city","Tarrant",18.2,704,"61,115","3,356.1","55,634","45,902",511,537,573,9.9,21.2
"4853388","Odessa city","Ector, Midland",36.8,304,"93,546","2,542.0","90,943","89,737",281,273,232,2.9,1.3
"4855080","Paris city","Lamar",42.8,247,"26,539",620.8,"25,897","25,992","1,216","1,229","1,053",2.5,-0.4
"4856000","Pasadena city","Harris",44.2,233,"143,852","3,257.5","141,674","119,622",159,151,152,1.5,18.4
"4856348","Pearland city","Brazoria, Fort Bend, Harris",39.3,277,"56,790","1,443.9","37,472","23,776",570,852,"1,116",51.6,57.6
"4857200","Pharr city","Hidalgo",20.8,633,"58,986","2,831.8","46,976","34,686",541,665,780,25.6,35.4
"4858016","Plano city","Collin, Denton",71.6,118,"250,096","3,494.4","222,000","128,096",70,79,142,12.7,73.3
"4858820","Port Arthur city","Jefferson, Orange",82.9,92,"56,684",683.6,"57,755","58,612",572,507,417,-1.9,-1.5
"4861796","Richardson city","Collin, Dallas",28.6,433,"99,187","3,472.9","91,776","74,966",259,271,298,8.1,22.4
"4863500","Round Rock city","Travis, Williamson",26.1,489,"86,316","3,302.1","61,317","31,745",319,465,868,40.8,93.2
"4863572","Rowlett city","Dallas, Rockwall",20.2,644,"53,664","2,652.7","44,503","23,744",612,708,"1,117",20.6,87.4
"4864472","San Angelo city","Tom Green",55.9,166,"88,014","1,574.5","88,450","84,934",309,286,258,-0.5,4.1
"4865000","San Antonio city","Bexar, Comal",407.6,10,"1,256,509","3,083.0","1,151,447","998,043",7,9,9,9.1,15.4
"4865516","San Juan city","Hidalgo",11.0,961,"30,773","2,795.0","26,525","16,497","1,079","1,189","1,203",16.0,60.8
"4865600","San Marcos city","Caldwell, Guadalupe, Hays",18.2,704,"46,111","2,532.2","35,720","28,956",733,894,947,29.1,23.4
"4867496","Sherman city","Grayson",38.6,285,"36,790",954.3,"35,095","32,221",909,913,855,4.8,8.9
"4868636","Socorro city","El Paso",17.5,726,"29,685","1,695.3","27,680","23,005","1,112","1,141","1,134",7.2,20.3
"4870808","Sugar Land city","Fort Bend",24.1,531,"75,754","3,144.6","63,252","44,892",383,449,587,19.8,40.9
"4872176","Temple city","Bell",65.4,132,"55,447",848.5,"54,475","48,666",593,553,542,1.8,11.9
"4872368","Texarkana city","Bowie",25.6,500,"35,746","1,394.7","34,792","35,153",944,918,768,2.7,-1.0
"4872392","Texas City city","Chambers, Galveston",62.4,140,"44,274",709.9,"41,550","40,786",762,756,656,6.6,1.9
"4872530","The Colony city","Denton",13.7,856,"37,972","2,779.8","26,549","22,201",878,"1,187","1,147",43.0,19.6
"4874144","Tyler city","Smith",49.3,200,"91,936","1,864.8","84,336","78,022",288,309,285,9.0,8.1
"4875428","Victoria city","Victoria",33.0,362,"61,790","1,874.1","60,615","55,265",502,469,451,1.9,9.7
"4876000","Waco city","McLennan",84.2,90,"120,465","1,430.7","114,419","104,884",195,196,188,5.3,9.1
"4877272","Weslaco city","Hidalgo",12.7,891,"31,442","2,477.7","27,915","24,404","1,053","1,126","1,097",12.6,14.4
"4879000","Wichita Falls city","Archer, Wichita",70.7,120,"99,846","1,412.4","104,197","96,807",255,224,210,-4.2,7.6
"4900000","UTAH",,"82,143.7","(X)","2,469,585",30.1,"2,233,198","1,722,850","(X)","(X)","(X)",10.6,29.6
"4907690","Bountiful city","Davis",13.5,864,"41,085","3,050.1","41,303","39,080",803,760,685,-0.5,5.7
"4913850","Clearfield city","Davis",7.8,"1,091","27,413","3,537.2","25,974","21,601","1,182","1,222","1,155",5.5,20.2
"4920120","Draper city","Salt Lake, Utah",30.3,404,"35,119","1,157.5","25,216","7,120",956,"1,259","1,228",39.3,254.2
"4943660","Layton city","Davis",20.7,634,"61,782","2,983.2","58,634","42,183",503,495,632,5.4,39.0
"4945860","Logan city","Cache",16.5,755,"47,357","2,866.6","42,696","32,757",710,738,846,10.9,30.3
"4949710","Midvale city","Salt Lake",5.8,"1,165","27,170","4,652.4","27,018","24,254","1,196","1,172","1,105",0.6,11.4
"4953230","Murray city","Salt Lake",9.6,"1,027","44,555","4,636.3","45,338","31,458",757,695,878,-1.7,44.1
"4955980","Ogden city","Weber",26.6,475,"78,309","2,939.5","77,291","64,222",374,356,370,1.3,20.3
"4957300","Orem city","Utah",18.4,699,"89,713","4,865.1","84,110","67,580",303,311,345,6.7,24.5
"4962470","Provo city","Utah",39.6,275,"113,459","2,862.2","105,509","86,993",208,220,243,7.5,21.3
"4964340","Riverton city","Salt Lake",12.6,899,"32,089","2,552.8","25,011","11,596","1,039","1,267","1,220",28.3,115.7
"4965110","Roy city","Weber",7.6,"1,098","35,229","4,635.4","33,021","25,005",951,962,"1,078",6.7,32.1
"4965330","St. George city","Washington",64.4,133,"64,201",996.9,"49,728","28,760",475,618,956,29.1,72.9
"4967000","Salt Lake City city","Salt Lake",109.1,63,"178,097","1,632.7","181,764","159,962",122,112,110,-2.0,13.6
"4967440","Sandy city","Salt Lake",22.3,580,"89,664","4,015.4","89,018","76,472",304,283,291,0.7,16.4
"4970850","South Jordan city","Salt Lake",20.9,632,"40,209","1,926.6","29,437","12,216",820,"1,076","1,218",36.6,141.0
"4975360","Taylorsville city","Salt Lake",10.7,977,"58,009","5,431.6","58,757","(X)",550,493,"(X)",-1.3,"(NA)"
"4982950","West Jordan city","Salt Lake",30.9,394,"91,444","2,959.4","78,729","43,172",292,346,614,16.2,82.4
"4983470","West Valley City city","Salt Lake",35.4,324,"113,300","3,200.6","108,896","87,114",209,212,242,4.0,25.0
"5000000","VERMONT",,"9,249.6","(X)","623,050",67.4,"608,827","562,758","(X)","(X)","(X)",2.3,8.2
"5010675","Burlington city","Chittenden",10.6,983,"38,531","3,648.8","39,819","39,104",866,797,684,-3.2,1.8
"5100000","VIRGINIA",,"39,594.1","(X)","7,567,465",191.1,"7,079,030","6,189,197","(X)","(X)","(X)",6.9,14.4
"5101000","Alexandria city","Alexandria IC",15.2,799,"135,337","8,915.5","128,283","111,183",171,168,169,5.5,15.4
"5103000","Arlington CDP","Arlington",25.9,494,"195,965","7,575.0","189,453","170,895",103,103,102,3.4,10.9
"5107784","Blacksburg town","Montgomery",19.4,668,"39,130","2,021.2","39,588","35,179",846,802,767,-1.2,12.5
"5114968","Charlottesville city","Charlottesville IC",10.3,998,"40,437","3,941.2","40,088","40,470",814,787,663,0.9,-0.9
"5116000","Chesapeake city","Chesapeake IC",340.7,14,"218,968",642.7,"199,184","151,982",85,91,115,9.9,31.1
"5121344","Danville city","Danville IC",43.1,241,"46,143","1,071.6","48,411","53,056",732,639,479,-4.7,-8.8
"5135000","Hampton city","Hampton IC",51.8,187,"145,579","2,811.5","146,437","133,773",155,143,135,-0.6,9.5
"5135624","Harrisonburg city","Harrisonburg IC",17.6,725,"40,438","2,302.8","40,453","30,707",813,780,901,"(Z)",31.7
"5144984","Leesburg town","Loudoun",11.6,936,"36,269","3,126.6","28,311","16,152",925,"1,111","1,206",28.1,75.3
"5147672","Lynchburg city","Lynchburg IC",49.4,199,"66,973","1,356.0","65,228","66,120",453,433,355,2.7,-1.3
"5148952","Manassas city","Manassas IC",9.9,"1,014","37,569","3,783.4","35,135","27,757",886,910,992,6.9,26.6
"5156000","Newport News city","Newport News IC",68.3,126,"179,899","2,634.3","180,697","171,477",120,114,100,-0.4,5.4
"5157000","Norfolk city","Norfolk IC",53.7,182,"231,954","4,317.0","234,403","261,250",78,73,61,-1.0,-10.3
"5161832","Petersburg city","Petersburg IC",22.9,561,"32,604","1,425.0","33,756","37,071","1,013",946,732,-3.4,-8.9
"5164000","Portsmouth city","Portsmouth IC",33.2,359,"100,169","3,020.8","100,565","103,910",253,239,191,-0.4,-3.2
"5167000","Richmond city","Richmond IC",60.1,146,"193,777","3,225.9","197,952","202,713",108,93,76,-2.1,-2.3
"5168000","Roanoke city","Roanoke IC",42.9,244,"92,631","2,160.2","94,911","96,487",286,256,211,-2.4,-1.6
"5176432","Suffolk city","Suffolk IC",400.0,11,"78,994",197.5,"63,677","52,143",370,441,494,24.1,22.1
"5182000","Virginia Beach city","Virginia Beach IC",248.3,24,"438,415","1,765.7","425,257","393,089",42,39,37,3.1,8.2
"5300000","WASHINGTON",,"66,544.1","(X)","6,287,759",94.5,"5,894,140","4,866,669","(X)","(X)","(X)",6.7,21.1
"5303180","Auburn city","King, Pierce",21.3,611,"47,086","2,214.8","43,394","34,281",720,724,791,8.5,26.6
"5305210","Bellevue city","King",30.8,398,"117,137","3,809.3","112,469","98,438",201,202,207,4.2,14.3
"5305280","Bellingham city","Whatcom",25.6,498,"74,547","2,907.4","67,312","53,458",393,418,474,10.7,25.9
"5307380","Bothell city","King, Snohomish",12.1,920,"30,916","2,565.6","30,103","23,851","1,072","1,051","1,114",2.7,26.2
"5307695","Bremerton city","Kitsap",22.7,572,"37,828","1,669.4","37,260","39,854",882,857,674,1.5,-6.5
"5308850","Burien city","King",7.4,"1,102","30,737","4,131.3","31,881","(X)","1,081",995,"(X)",-3.6,"(NA)"
"5317635","Des Moines city","King",6.3,"1,146","28,767","4,537.4","29,736","26,987","1,143","1,067","1,017",-3.3,10.2
"5320750","Edmonds city","Snohomish",8.9,"1,050","39,937","4,487.3","39,450","38,961",828,804,691,1.2,1.3
"5322640","Everett city","Snohomish",32.5,370,"96,604","2,972.4","94,580","71,655",268,258,321,2.1,32.0
"5323515","Federal Way city","King",21.0,624,"83,088","3,950.9","85,251","(X)",340,303,"(X)",-2.5,"(NA)"
"5335275","Kennewick city","Benton",22.9,560,"60,997","2,660.1","55,696","44,423",513,535,594,9.5,25.4
"5335415","Kent city","King",28.0,443,"81,800","2,918.3","80,417","59,917",350,334,406,1.7,34.2
"5335940","Kirkland city","King",10.7,977,"45,814","4,289.7","45,054","40,314",736,698,667,1.7,11.8
"5336745","Lacey city","Thurston",16.0,775,"33,368","2,092.0","31,111","20,296",996,"1,019","1,167",7.3,53.3
"5338038","Lakewood city","Pierce",17.1,735,"57,671","3,370.6","58,296","(X)",557,497,"(X)",-1.1,"(NA)"
"5340245","Longview city","Cowlitz",13.7,855,"36,137","2,637.7","34,665","32,101",928,923,861,4.2,8.0
"5340840","Lynnwood city","Snohomish",7.6,"1,095","33,504","4,385.3","33,859","29,669",992,939,931,-1.0,14.1
"5343955","Marysville city","Snohomish",9.6,"1,028","29,889","3,116.7","25,937","15,182","1,104","1,226","1,211",15.2,70.8
"5347560","Mount Vernon city","Skagit",11.1,957,"29,271","2,634.7","26,237","18,310","1,127","1,207","1,193",11.6,43.3
"5351300","Olympia city","Thurston",16.7,748,"44,114","2,640.0","42,505","33,957",764,741,803,3.8,25.2
"5353545","Pasco city","Franklin",28.1,441,"46,494","1,655.8","33,840","24,012",727,942,"1,111",37.4,40.9
"5356695","Puyallup city","Pierce",12.1,916,"35,861","2,954.0","33,242","25,561",938,957,"1,063",7.9,30.0
"5357535","Redmond city","King",15.9,781,"47,579","2,994.3","45,436","36,266",704,694,745,4.7,25.3
"5357745","Renton city","King",17.0,738,"55,817","3,277.6","50,249","41,695",586,614,641,11.1,20.5
"5358235","Richland city","Benton",34.8,333,"44,317","1,272.7","38,734","32,938",761,822,838,14.4,17.6
"5361115","Sammamish city","King",18.1,712,"34,364","1,903.8","34,104","(X)",977,931,"(X)",0.8,"(NA)"
"5362288","SeaTac city","King",10.0,"1,012","25,081","2,518.2","25,496","(X)","1,254","1,249","(X)",-1.6,"(NA)"
"5363000","Seattle city","King",83.9,91,"573,911","6,842.9","563,375","516,262",23,23,21,1.9,9.1
"5363960","Shoreline city","King",11.7,933,"52,024","4,461.7","53,293","(X)",639,567,"(X)",-2.4,"(NA)"
"5367000","Spokane city","Spokane",57.8,157,"196,818","3,407.5","195,629","178,096",101,96,95,0.6,9.8
"5367167","Spokane Valley city","Spokane","(X)","(X)","81,380","(NA)","80,902","(X)",353,332,"(X)",0.6,"(NA)"
"5370000","Tacoma city","Pierce",50.1,196,"195,898","3,911.7","193,571","177,245",104,99,96,1.2,9.2
"5373465","University Place city","Pierce",8.4,"1,069","30,425","3,626.3","29,933","(X)","1,087","1,059","(X)",1.6,"(NA)"
"5374060","Vancouver city","Clark",42.8,246,"157,493","3,680.6","143,645","104,265",142,145,189,9.6,37.8
"5375775","Walla Walla city","Walla Walla",10.8,970,"30,989","2,864.0","30,513","27,158","1,069","1,038","1,010",1.6,12.4
"5377105","Wenatchee city","Chelan",6.9,"1,125","29,374","4,269.5","28,393","22,402","1,124","1,109","1,144",3.5,26.7
"5380010","Yakima city","Yakima",20.1,646,"81,214","4,034.5","80,059","64,232",355,338,369,1.4,24.6
"5400000","WEST VIRGINIA",,"24,077.7","(X)","1,816,856",75.5,"1,808,350","1,793,477","(X)","(X)","(X)",0.5,0.8
"5414600","Charleston city","Kanawha",31.6,383,"51,176","1,619.5","53,405","57,689",652,565,424,-4.2,-7.4
"5439460","Huntington city","Cabell, Wayne",15.9,776,"49,198","3,090.3","51,511","55,019",679,595,453,-4.5,-6.4
"5455756","Morgantown city","Monongalia",9.8,"1,021","28,292","2,886.9","26,675","27,923","1,156","1,183",984,6.1,-4.5
"5462140","Parkersburg city","Wood",11.8,926,"32,020","2,709.0","33,154","34,479","1,042",960,786,-3.4,-3.8
"5486452","Wheeling city","Marshall, Ohio",13.9,846,"29,639","2,130.8","31,397","34,893","1,116","1,013",774,-5.6,-10.0
"5500000","WISCONSIN",,"54,310.1","(X)","5,536,201",101.9,"5,363,715","4,891,954","(X)","(X)","(X)",3.2,9.6
"5502375","Appleton city","Calumet, Outagamie, Winnebago",20.9,631,"70,217","3,362.9","70,234","66,134",422,395,354,"(Z)",6.2
"5506500","Beloit city","Rock",16.4,758,"35,621","2,166.7","35,827","35,738",948,892,757,-0.6,0.2
"5510025","Brookfield city","Waukesha",27.2,455,"39,656","1,457.9","38,649","35,189",837,824,766,2.6,9.8
"5522300","Eau Claire city","Chippewa, Eau Claire",30.3,405,"62,570","2,066.4","61,934","57,819",490,459,423,1.0,7.1
"5526275","Fond du Lac city","Fond du Lac",16.9,743,"42,435","2,515.4","42,242","38,539",783,744,703,0.5,9.6
"5527300","Franklin city","Milwaukee",34.6,335,"33,263",960.5,"29,494","21,855",999,"1,075","1,151",12.8,35.0
"5531000","Green Bay city","Brown",43.9,235,"101,203","2,306.9","102,809","96,831",248,228,209,-1.6,6.2
"5531175","Greenfield city","Milwaukee",11.6,938,"35,753","3,095.5","35,476","33,343",943,898,823,0.8,6.4
"5537825","Janesville city","Rock",27.5,450,"61,962","2,249.9","60,242","53,277",500,475,477,2.9,13.1
"5539225","Kenosha city","Kenosha",23.8,540,"95,240","4,000.0","90,832","81,080",273,274,270,4.9,12.0
"5540775","La Crosse city","La Crosse",20.1,645,"50,287","2,496.9","51,965","51,899",661,589,498,-3.2,0.1
"5548000","Madison city","Dane",68.7,125,"221,551","3,226.3","209,187","190,867",83,84,83,5.9,9.6
"5548500","Manitowoc city","Manitowoc",16.9,743,"33,917","2,010.5","34,152","32,817",986,929,843,-0.7,4.1
"5551000","Menomonee Falls village","Waukesha",33.3,356,"34,125","1,025.4","32,647","26,840",982,976,"1,021",4.5,21.6
"5553000","Milwaukee city","Milwaukee, Washington, Waukesha",96.1,75,"578,887","6,026.3","596,988","628,568",22,19,18,-3.0,-5.0
"5556375","New Berlin city","Waukesha",36.8,303,"38,547","1,046.3","38,217","33,504",865,834,817,0.9,14.1
"5558800","Oak Creek city","Milwaukee",28.6,429,"32,312","1,129.0","28,456","19,206","1,026","1,107","1,180",13.6,48.2
"5560500","Oshkosh city","Winnebago",23.6,547,"63,485","2,686.6","63,364","57,012",480,445,433,0.2,11.1
"5566000","Racine city","Racine",15.5,793,"79,392","5,108.9","81,855","84,398",367,325,260,-3.0,-3.0
"5572975","Sheboygan city","Sheboygan",13.9,846,"48,872","3,513.4","50,868","49,795",684,604,527,-3.9,2.2
"5578650","Superior city","Douglas",36.9,302,"26,779",724.9,"27,368","27,135","1,207","1,156","1,013",-2.2,0.9
"5584250","Waukesha city","Waukesha",21.6,597,"67,658","3,132.3","65,050","57,491",448,434,427,4.0,13.1
"5584475","Wausau city","Marathon",16.5,757,"37,292","2,261.5","38,614","37,405",895,826,728,-3.4,3.2
"5584675","Wauwatosa city","Milwaukee",13.2,875,"45,014","3,399.8","47,282","49,359",750,661,532,-4.8,-4.2
"5585300","West Allis city","Milwaukee",11.4,945,"58,798","5,180.4","61,254","63,198",543,466,376,-4.0,-3.1
"5585350","West Bend city","Washington",12.7,891,"29,549","2,328.5","28,299","24,818","1,118","1,112","1,086",4.4,14.0
"5600000","WYOMING",,"97,100.4","(X)","509,294",5.2,"493,782","453,589","(X)","(X)","(X)",3.1,8.9
"5613150","Casper city","Natrona",24.0,535,"51,738","2,160.3","49,737","46,734",643,617,560,4.0,6.4
"5613900","Cheyenne city","Laramie",21.1,617,"55,731","2,640.0","53,192","50,215",587,569,521,4.8,5.9
"5645050","Laramie city","Albany",11.1,955,"26,050","2,338.4","27,171","26,880","1,235","1,165","1,018",-4.1,1.1
,,,,,,,,,,,,,
"SYMBOLS",,,,,,,,,,,,,
"NA Not available.",,,,,,,,,,,,,
"X Not applicable.",,,,,,,,,,,,,
"Z Less than .05 percent.",,,,,,,,,,,,,
,,,,,,,,,,,,,
"FOOTNOTES",,,,,,,,,,,,,
"1 Federal Information Processing Standards (FIPS) codes for states and places defined ",,,,,,,,,,,,,
"as of January 2000.",,,,,,,,,,,,,
"2 County refers to the county (or counties) in which the city is located. ",,,,,,,,,,,,,
"IC = independent city, a county equivalent. If a city is located in more than one ",,,,,,,,,,,,,
"county, counties are listed in alphabetical order.",,,,,,,,,,,,,
"3 Based on 1,257 places (1,255 incorporated places, 1 CDP in Hawaii, and 1 CDP in ",,,,,,,,,,,,,
"Virginia). When places share the same rank, the next lower rank is omitted.",,,,,,,,,,,,,
"4 Persons per square mile were calculated on the basis of land area data from ",,,,,,,,,,,,,
"the 2000 census.",,,,,,,,,,,,,
"5 The April 1, 2000, Population Estimates Base reflects modifications to the Census ",,,,,,,,,,,,,
"2000 population as documented in the Count Question Resolution program, updates from ",,,,,,,,,,,,,
"the Boundary and Annexation Survey, and geographic program revisions.",,,,,,,,,,,,,
"6 The April 1, 1990, Population Estimates Base reflects governmental unit boundaries ",,,,,,,,,,,,,
"legally effective as of January 1, 2000, including any post-1990 corrections and ",,,,,,,,,,,,,
"other changes due to annexations, new incorporations, or mergers.",,,,,,,,,,,,,
"7 Based on 1,267 places (1,265 incorporated places, 1 CDP in Hawaii, and 1 CDP in ",,,,,,,,,,,,,
"Virginia). When places share the same rank, the next lower rank is omitted.",,,,,,,,,,,,,
"8 Based on 1,229 places (1,227 incorporated places, 1 CDP in Hawaii, and 1 CDP in ",,,,,,,,,,,,,
"Virginia). When places share the same rank, the next lower rank is omitted.",,,,,,,,,,,,,
"9 Houma city, LA, was left out of the evaluation estimates universe for 1990 because ",,,,,,,,,,,,,
"its government merged with Terrebonne Parish.",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Survey, Census, or Data Collection Method: Based on the Census of Population and ",,,,,,,,,,,,,
"Housing; for information, see Appendix B, Limitations of the Data and Methodology, ",,,,,,,,,,,,,
"and also <http://www.census.gov/main/www/cen2000.html> and ",,,,,,,,,,,,,
"<http://www.census.gov/popest/topics/methodology/>.",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Sources: Land area--U.S. Census Bureau, 2000 Census of Population and Housing, ",,,,,,,,,,,,,
"Summary Population and Housing Characteristics, Series PHC-1, using American ",,,,,,,,,,,,,
"FactFinder, accessed August 21, 2006 (related Internet site <http://factfinder.census.gov>). ",,,,,,,,,,,,,
"Population, 2005 and 2000--U.S. Census Bureau, “Subcounty Population Estimates, ",,,,,,,,,,,,,
"April 1, 2000 to July 1, 2005 (SUB-EST2005),” released June 21, 2006 (related ",,,,,,,,,,,,,
"Internet site <http://www.census.gov/popest/cities/>). ",,,,,,,,,,,,,
"Population, 1990--U.S. Census Bureau, “Population Estimates for States, Counties, ",,,,,,,,,,,,,
"Places and Minor Civil Divisions: Annual Time Series, April 1, 1990 Census to ",,,,,,,,,,,,,
"July 1, 2000 Estimate (SU-2000-10),” released November 1, 2005 (related Internet ",,,,,,,,,,,,,
"site <http://www.census.gov/popest/eval-estimates/subcounty/subcounty-2000c4.html>).",,,,,,,,,,,,,
,,,,,,,,,,,,,
"INTERNET LINKS",,,,,,,,,,,,,
"http://factfinder.census.gov",,,,,,,,,,,,,
"http://www.census.gov/popest/cities/",,,,,,,,,,,,,
"http://www.census.gov/popest/eval-estimates/subcounty/subcounty-2000c4.html",,,,,,,,,,,,,
