fips,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,State,county,CouSub,pop2000,countyname,CBSASub,Areaname,state_alpha
0608599999,954,1121,1323,1900,2084,6,85,99999,1682585,Santa Clara County,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",CA
0608799999,1045,1229,1608,2341,2505,6,87,99999,255602,Santa Cruz County,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",CA
0608999999,581,661,803,1172,1412,6,89,99999,163256,Shasta County,METRO39820M39820,"Redding, CA MSA",CA
0609199999,694,784,1031,1464,1733,6,91,99999,3555,Sierra County,NCNTY06091N06091,"Sierra County, CA",CA
0609399999,498,593,765,1066,1174,6,93,99999,44301,Siskiyou County,NCNTY06093N06093,"Siskiyou County, CA",CA
0609599999,943,1024,1173,1614,1953,6,95,99999,394542,Solano County,METRO46700M46700,"Vallejo-Fairfield, CA MSA",CA
0609799999,789,955,1194,1738,2020,6,97,99999,458614,Sonoma County,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",CA
0609999999,724,785,919,1312,1563,6,99,99999,446997,Stanislaus County,METRO33700M33700,"Modesto, CA MSA",CA
0610199999,544,616,746,1085,1308,6,101,99999,78930,Sutter County,METRO49700M49700,"Yuba City, CA MSA",CA
0610399999,545,583,746,1083,1307,6,103,99999,56039,Tehama County,NCNTY06103N06103,"Tehama County, CA",CA
0610599999,555,593,754,1071,1231,6,105,99999,13022,Trinity County,NCNTY06105N06105,"Trinity County, CA",CA
0610799999,531,563,647,944,971,6,107,99999,368021,Tulare County,METRO47300M47300,"Visalia-Porterville, CA MSA",CA
0610999999,628,743,965,1297,1337,6,109,99999,54501,Tuolumne County,NCNTY06109N06109,"Tuolumne County, CA",CA
0611199999,1074,1192,1507,2193,2529,6,111,99999,753197,Ventura County,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",CA
0611399999,818,895,1059,1543,1860,6,113,99999,168660,Yolo County,METRO40900MM9270,"Yolo, CA HUD Metro FMR Area",CA
0611599999,544,616,746,1085,1308,6,115,99999,60219,Yuba County,METRO49700M49700,"Yuba City, CA MSA",CA
0800199999,607,692,876,1244,1450,8,1,99999,348618,Adams County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0800399999,386,499,555,772,942,8,3,99999,14966,Alamosa County,NCNTY08003N08003,"Alamosa County, CO",CO
0800599999,607,692,876,1244,1450,8,5,99999,487967,Arapahoe County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0800799999,520,650,797,990,1229,8,7,99999,9898,Archuleta County,NCNTY08007N08007,"Archuleta County, CO",CO
0800999999,406,494,555,766,844,8,9,99999,4517,Baca County,NCNTY08009N08009,"Baca County, CO",CO
0801199999,476,477,574,765,886,8,11,99999,5998,Bent County,NCNTY08011N08011,"Bent County, CO",CO
0801399999,735,835,1057,1540,1841,8,13,99999,269814,Boulder County,METRO14500M14500,"Boulder, CO MSA",CO
0801499999,607,692,876,1244,1450,8,14,99999,38272,Broomfield County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0801599999,446,589,686,1000,1029,8,15,99999,16242,Chaffee County,NCNTY08015N08015,"Chaffee County, CO",CO
0801799999,476,477,574,765,886,8,17,99999,2231,Cheyenne County,NCNTY08017N08017,"Cheyenne County, CO",CO
0801999999,607,692,876,1244,1450,8,19,99999,9322,Clear Creek County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0802199999,406,494,555,766,844,8,21,99999,8400,Conejos County,NCNTY08021N08021,"Conejos County, CO",CO
0802399999,406,494,555,766,844,8,23,99999,3663,Costilla County,NCNTY08023N08023,"Costilla County, CO",CO
0802599999,476,477,574,765,886,8,25,99999,5518,Crowley County,NCNTY08025N08025,"Crowley County, CO",CO
0802799999,503,589,775,1031,1192,8,27,99999,3503,Custer County,NCNTY08027N08027,"Custer County, CO",CO
0802999999,514,559,621,858,883,8,29,99999,27834,Delta County,NCNTY08029N08029,"Delta County, CO",CO
0803199999,607,692,876,1244,1450,8,31,99999,554636,Denver County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0803399999,519,649,744,988,1226,8,33,99999,1844,Dolores County,NCNTY08033N08033,"Dolores County, CO",CO
0803599999,607,692,876,1244,1450,8,35,99999,175766,Douglas County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0803799999,898,1054,1381,1739,2425,8,37,99999,41659,Eagle County,NCNTY08037N08037,"Eagle County, CO",CO
0803999999,607,692,876,1244,1450,8,39,99999,19872,Elbert County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0804199999,601,682,844,1218,1436,8,41,99999,516929,El Paso County,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",CO
0804399999,439,512,674,943,1122,8,43,99999,46145,Fremont County,NCNTY08043N08043,"Fremont County, CO",CO
0804599999,889,1031,1164,1573,2046,8,45,99999,43791,Garfield County,NCNTY08045N08045,"Garfield County, CO",CO
0804799999,607,692,876,1244,1450,8,47,99999,4757,Gilpin County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0804999999,564,658,866,1125,1158,8,49,99999,12442,Grand County,NCNTY08049N08049,"Grand County, CO",CO
0805199999,556,619,815,1104,1430,8,51,99999,13956,Gunnison County,NCNTY08051N08051,"Gunnison County, CO",CO
0805399999,723,875,1110,1553,1946,8,53,99999,790,Hinsdale County,NCNTY08053N08053,"Hinsdale County, CO",CO
0805599999,406,494,555,766,844,8,55,99999,7862,Huerfano County,NCNTY08055N08055,"Huerfano County, CO",CO
0805799999,654,733,814,1105,1374,8,57,99999,1577,Jackson County,NCNTY08057N08057,"Jackson County, CO",CO
0805999999,607,692,876,1244,1450,8,59,99999,525507,Jefferson County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0806199999,476,477,574,765,886,8,61,99999,1622,Kiowa County,NCNTY08061N08061,"Kiowa County, CO",CO
0806399999,476,477,574,765,886,8,63,99999,8011,Kit Carson County,NCNTY08063N08063,"Kit Carson County, CO",CO
0806599999,723,875,1110,1553,1946,8,65,99999,7812,Lake County,NCNTY08065N08065,"Lake County, CO",CO
0806799999,599,719,835,1188,1335,8,67,99999,43941,La Plata County,NCNTY08067N08067,"La Plata County, CO",CO
0806999999,626,734,855,1246,1499,8,69,99999,251494,Larimer County,METRO22660M22660,"Fort Collins-Loveland, CO MSA",CO
0807199999,407,555,625,793,818,8,71,99999,15207,Las Animas County,NCNTY08071N08071,"Las Animas County, CO",CO
0807399999,476,477,574,765,886,8,73,99999,6087,Lincoln County,NCNTY08073N08073,"Lincoln County, CO",CO
0807599999,455,457,575,829,856,8,75,99999,20504,Logan County,NCNTY08075N08075,"Logan County, CO",CO
0807799999,569,570,684,998,1204,8,77,99999,116255,Mesa County,METRO24300M24300,"Grand Junction, CO MSA",CO
0807999999,723,875,1110,1553,1946,8,79,99999,831,Mineral County,NCNTY08079N08079,"Mineral County, CO",CO
0808199999,516,582,728,1004,1247,8,81,99999,13184,Moffat County,NCNTY08081N08081,"Moffat County, CO",CO
0808399999,460,546,627,772,967,8,83,99999,23830,Montezuma County,NCNTY08083N08083,"Montezuma County, CO",CO
0808599999,444,598,682,940,1187,8,85,99999,33432,Montrose County,NCNTY08085N08085,"Montrose County, CO",CO
0808799999,519,546,627,813,949,8,87,99999,27171,Morgan County,NCNTY08087N08087,"Morgan County, CO",CO
0808999999,421,460,555,812,884,8,89,99999,20311,Otero County,NCNTY08089N08089,"Otero County, CO",CO
0809199999,723,875,1110,1553,1946,8,91,99999,3742,Ouray County,NCNTY08091N08091,"Ouray County, CO",CO
0809399999,607,692,876,1244,1450,8,93,99999,14523,Park County,METRO19740M19740,"Denver-Aurora, CO MSA",CO
0809599999,476,477,574,765,886,8,95,99999,4480,Phillips County,NCNTY08095N08095,"Phillips County, CO",CO
0809799999,1009,1178,1550,2086,2722,8,97,99999,14872,Pitkin County,NCNTY08097N08097,"Pitkin County, CO",CO
0809999999,409,498,555,754,973,8,99,99999,14483,Prowers County,NCNTY08099N08099,"Prowers County, CO",CO
0810199999,509,530,699,914,1044,8,101,99999,141472,Pueblo County,METRO39380M39380,"Pueblo, CO MSA",CO
0810399999,654,733,814,1105,1374,8,103,99999,5986,Rio Blanco County,NCNTY08103N08103,"Rio Blanco County, CO",CO
0810599999,410,498,555,779,852,8,105,99999,12413,Rio Grande County,NCNTY08105N08105,"Rio Grande County, CO",CO
0810799999,698,838,1074,1331,1886,8,107,99999,19690,Routt County,NCNTY08107N08107,"Routt County, CO",CO
0810999999,406,494,555,766,844,8,109,99999,5917,Saguache County,NCNTY08109N08109,"Saguache County, CO",CO
0811199999,519,649,744,988,1226,8,111,99999,558,San Juan County,NCNTY08111N08111,"San Juan County, CO",CO
0811399999,745,942,1141,1664,1713,8,113,99999,6594,San Miguel County,NCNTY08113N08113,"San Miguel County, CO",CO
0811599999,476,477,574,765,886,8,115,99999,2747,Sedgwick County,NCNTY08115N08115,"Sedgwick County, CO",CO
0811799999,794,926,1220,1746,2142,8,117,99999,23548,Summit County,NCNTY08117N08117,"Summit County, CO",CO
0811999999,628,734,965,1404,1692,8,119,99999,20555,Teller County,METRO17820N08119,"Teller County, CO HUD Metro FMR Area",CO
0812199999,476,477,574,765,886,8,121,99999,4926,Washington County,NCNTY08121N08121,"Washington County, CO",CO
0812399999,555,570,688,1004,1194,8,123,99999,180926,Weld County,METRO24540M24540,"Greeley, CO MSA",CO
0812599999,476,477,574,765,886,8,125,99999,9841,Yuma County,NCNTY08125N08125,"Yuma County, CO",CO
0900104720,1000,1238,1526,1879,2257,9,1,04720,18067,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900108070,826,1036,1257,1502,1826,9,1,08070,139529,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",CT
0900108980,1000,1238,1526,1879,2257,9,1,08980,15664,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900118500,1000,1238,1526,1879,2257,9,1,18500,74848,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900118850,1172,1417,1801,2374,3085,9,1,18850,19607,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900123890,826,1036,1257,1502,1826,9,1,23890,7272,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",CT
0900126620,826,1036,1257,1502,1826,9,1,26620,57340,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",CT
0900133620,1172,1417,1801,2374,3085,9,1,33620,61101,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900148620,826,1036,1257,1502,1826,9,1,48620,19247,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",CT
0900150580,1172,1417,1801,2374,3085,9,1,50580,19395,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900150860,1000,1238,1526,1879,2257,9,1,50860,13953,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900152980,1000,1238,1526,1879,2257,9,1,52980,25031,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900156060,1172,1417,1801,2374,3085,9,1,56060,82951,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900163480,1000,1238,1526,1879,2257,9,1,63480,8270,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900163970,1000,1238,1526,1879,2257,9,1,63970,23643,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900168170,826,1036,1257,1502,1826,9,1,68170,38101,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",CT
0900168310,1000,1238,1526,1879,2257,9,1,68310,3827,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",CT
0900173070,1172,1417,1801,2374,3085,9,1,73070,117083,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900174190,826,1036,1257,1502,1826,9,1,74190,49976,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",CT
0900177200,826,1036,1257,1502,1826,9,1,77200,34243,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",CT
0900183430,1172,1417,1801,2374,3085,9,1,83430,10037,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900183500,1172,1417,1801,2374,3085,9,1,83500,25749,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900186370,1172,1417,1801,2374,3085,9,1,86370,17633,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",CT
0900302060,673,806,985,1183,1469,9,3,02060,15832,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900304300,673,806,985,1183,1469,9,3,04300,18215,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900305910,673,806,985,1183,1469,9,3,05910,19587,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900308490,673,806,985,1183,1469,9,3,08490,60062,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900310100,673,806,985,1183,1469,9,3,10100,8190,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900312270,673,806,985,1183,1469,9,3,12270,8840,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900322070,673,806,985,1183,1469,9,3,22070,4745,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900322630,673,806,985,1183,1469,9,3,22630,49575,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900324800,673,806,985,1183,1469,9,3,24800,9818,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900325990,673,806,985,1183,1469,9,3,25990,45212,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900327600,673,806,985,1183,1469,9,3,27600,23641,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900331240,673,806,985,1183,1469,9,3,31240,31876,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900332640,673,806,985,1183,1469,9,3,32640,10347,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900337070,673,806,985,1183,1469,9,3,37070,121578,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900337140,673,806,985,1183,1469,9,3,37140,2012,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900344700,673,806,985,1183,1469,9,3,44700,54740,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900345820,673,806,985,1183,1469,9,3,45820,5709,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900350440,673,806,985,1183,1469,9,3,50440,71538,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900352140,673,806,985,1183,1469,9,3,52140,29306,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900360120,673,806,985,1183,1469,9,3,60120,17328,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900365370,673,806,985,1183,1469,9,3,65370,17966,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900368940,673,806,985,1183,1469,9,3,68940,23234,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900370550,673,806,985,1183,1469,9,3,70550,39728,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900371390,673,806,985,1183,1469,9,3,71390,24412,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900374540,673,806,985,1183,1469,9,3,74540,13552,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900382590,673,806,985,1183,1469,9,3,82590,63589,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900384900,673,806,985,1183,1469,9,3,84900,26271,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900387000,673,806,985,1183,1469,9,3,87000,28237,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900387070,673,806,985,1183,1469,9,3,87070,12043,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900502760,648,832,998,1278,1585,9,5,02760,3494,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900504930,648,832,998,1278,1585,9,5,04930,3422,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900508210,648,832,998,1278,1585,9,5,08210,1824,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900510940,648,832,998,1278,1585,9,5,10940,1081,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900516050,648,832,998,1278,1585,9,5,16050,1471,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900517240,648,832,998,1278,1585,9,5,17240,1434,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900532290,648,832,998,1278,1585,9,5,32290,2697,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900537280,648,832,998,1278,1585,9,5,37280,5283,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900540290,648,832,998,1278,1585,9,5,40290,2858,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900543370,648,832,998,1278,1585,9,5,43370,8316,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900549460,648,832,998,1278,1585,9,5,49460,2301,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900551350,648,832,998,1278,1585,9,5,51350,6088,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900552630,648,832,998,1278,1585,9,5,52630,27121,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900553470,648,832,998,1278,1585,9,5,53470,1660,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900554030,648,832,998,1278,1585,9,5,54030,3350,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900560750,648,832,998,1278,1585,9,5,60750,11634,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900565930,648,832,998,1278,1585,9,5,65930,2136,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900566420,648,832,998,1278,1585,9,5,66420,3977,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900567960,648,832,998,1278,1585,9,5,67960,2968,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900575730,648,832,998,1278,1585,9,5,75730,7503,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900576570,648,832,998,1278,1585,9,5,76570,35202,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900579510,648,832,998,1278,1585,9,5,79510,1254,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900579720,648,832,998,1278,1585,9,5,79720,3596,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900580490,648,832,998,1278,1585,9,5,80490,21661,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900586440,648,832,998,1278,1585,9,5,86440,10664,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900587910,648,832,998,1278,1585,9,5,87910,9198,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",CT
0900714300,673,806,985,1183,1469,9,7,14300,3743,Middlesex County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900715350,802,875,1133,1403,1866,9,7,15350,13094,Middlesex County,METRO25540MM5480,"Southern Middlesex County, CT HUD Metro FMR Area",CT
0900718080,673,806,985,1183,1469,9,7,18080,12871,Middlesex County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900719130,802,875,1133,1403,1866,9,7,19130,4610,Middlesex County,METRO25540MM5480,"Southern Middlesex County, CT HUD Metro FMR Area",CT
0900720810,673,806,985,1183,1469,9,7,20810,6627,Middlesex County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900722280,673,806,985,1183,1469,9,7,22280,8333,Middlesex County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
0900722490,673,806,985,1183,1469,9,7,22490,13352,Middlesex County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",CT
